cve_entidad,desc_entidad,cve_municipio,desc_municipio,id_indicador,indicador,año,valor,unidad_medida
31,Yucatán,0,Estatal,1002000037,Defunciones registradas de menores de un año. Sexo no especificado,2021,2,Defunciones registradas
31,Yucatán,0,Estatal,6200240338,Suicidios registrados,1994,67,Defunciones registradas
31,Yucatán,0,Estatal,6200240338,Suicidios registrados,1995,79,Defunciones registradas
31,Yucatán,0,Estatal,6200240338,Suicidios registrados,1996,94,Defunciones registradas
31,Yucatán,0,Estatal,6200240338,Suicidios registrados,1997,82,Defunciones registradas
31,Yucatán,0,Estatal,6200240338,Suicidios registrados,1998,76,Defunciones registradas
31,Yucatán,0,Estatal,6200240338,Suicidios registrados,1999,99,Defunciones registradas
31,Yucatán,0,Estatal,6200240338,Suicidios registrados,2000,106,Defunciones registradas
31,Yucatán,0,Estatal,6200240338,Suicidios registrados,2001,116,Defunciones registradas
31,Yucatán,0,Estatal,6200240338,Suicidios registrados,2002,130,Defunciones registradas
31,Yucatán,0,Estatal,6200240338,Suicidios registrados,2003,160,Defunciones registradas
31,Yucatán,0,Estatal,6200240338,Suicidios registrados,2004,139,Defunciones registradas
31,Yucatán,0,Estatal,6200240338,Suicidios registrados,2005,133,Defunciones registradas
31,Yucatán,0,Estatal,6200240338,Suicidios registrados,2006,151,Defunciones registradas
31,Yucatán,0,Estatal,6200240338,Suicidios registrados,2007,140,Defunciones registradas
31,Yucatán,0,Estatal,6200240338,Suicidios registrados,2008,160,Defunciones registradas
31,Yucatán,0,Estatal,6200240338,Suicidios registrados,2009,219,Defunciones registradas
31,Yucatán,0,Estatal,6200240338,Suicidios registrados,2010,206,Defunciones registradas
31,Yucatán,0,Estatal,6200240338,Suicidios registrados,2011,186,Defunciones registradas
31,Yucatán,0,Estatal,6200240338,Suicidios registrados,2012,160,Defunciones registradas
31,Yucatán,0,Estatal,6200240338,Suicidios registrados,2013,167,Defunciones registradas
31,Yucatán,0,Estatal,6200240338,Suicidios registrados,2014,181,Defunciones registradas
31,Yucatán,0,Estatal,6200240338,Suicidios registrados,2015,190,Defunciones registradas
31,Yucatán,0,Estatal,6200240338,Suicidios registrados,2016,224,Defunciones registradas
31,Yucatán,0,Estatal,6200240338,Suicidios registrados,2017,191,Defunciones registradas
31,Yucatán,0,Estatal,6200240338,Suicidios registrados,2018,235,Defunciones registradas
31,Yucatán,0,Estatal,6200240338,Suicidios registrados,2019,245,Defunciones registradas
31,Yucatán,0,Estatal,6200240338,Suicidios registrados,2020,243,Defunciones registradas
31,Yucatán,0,Estatal,6200240338,Suicidios registrados,2021,340,Defunciones registradas
